"frozenset({'743', '480'})",183
"frozenset({'743', '782', '480'})",177
"frozenset({'743', '782'})",188
frozenset({'14'}),197
"frozenset({'160', '14'})",186
"frozenset({'160', '14', '887'})",174
"frozenset({'160', '14', '887', '653'})",162
"frozenset({'160', '14', '653'})",174
"frozenset({'14', '887'})",183
"frozenset({'14', '887', '653'})",170
"frozenset({'14', '653'})",183
frozenset({'644'}),197
"frozenset({'926', '644'})",192
"frozenset({'926', '922', '644'})",188
"frozenset({'926', '94', '922', '644'})",176
"frozenset({'94', '922', '198', '644', '926'})",171
"frozenset({'94', '922', '198', '129', '644', '926'})",165
"frozenset({'94', '922', '198', '129', '644', '78', '926'})",158
"frozenset({'94', '922', '198', '644', '78', '926'})",162
"frozenset({'94', '922', '129', '644', '926'})",170
"frozenset({'94', '922', '129', '644', '78', '926'})",162
"frozenset({'94', '922', '644', '78', '926'})",166
"frozenset({'926', '922', '198', '644'})",182
"frozenset({'922', '198', '129', '644', '926'})",176
"frozenset({'922', '198', '129', '644', '78', '926'})",168
"frozenset({'922', '198', '644', '78', '926'})",172
"frozenset({'129', '926', '922', '644'})",182
"frozenset({'922', '129', '644', '78', '926'})",173
"frozenset({'78', '926', '922', '644'})",177
"frozenset({'94', '926', '644'})",180
"frozenset({'94', '926', '198', '644'})",175
"frozenset({'94', '129', '198', '644', '926'})",169
"frozenset({'94', '129', '198', '644', '78', '926'})",162
"frozenset({'94', '198', '644', '78', '926'})",166
"frozenset({'94', '926', '129', '644'})",174
"frozenset({'94', '129', '644', '78', '926'})",166
"frozenset({'78', '94', '926', '644'})",170
"frozenset({'926', '198', '644'})",186
"frozenset({'926', '129', '198', '644'})",180
"frozenset({'129', '198', '644', '78', '926'})",172
"frozenset({'78', '926', '198', '644'})",176
"frozenset({'926', '129', '644'})",186
"frozenset({'78', '926', '129', '644'})",177
"frozenset({'78', '926', '644'})",181
"frozenset({'922', '644'})",193
"frozenset({'94', '922', '644'})",180
"frozenset({'94', '922', '198', '644'})",174
"frozenset({'94', '922', '198', '129', '644'})",167
"frozenset({'94', '922', '198', '129', '644', '78'})",160
"frozenset({'94', '922', '198', '644', '78'})",165
"frozenset({'94', '922', '129', '644'})",173
"frozenset({'94', '922', '129', '644', '78'})",164
"frozenset({'78', '94', '922', '644'})",169
"frozenset({'922', '198', '644'})",186
"frozenset({'129', '922', '198', '644'})",179
"frozenset({'922', '198', '129', '644', '78'})",171
"frozenset({'78', '922', '198', '644'})",176
"frozenset({'129', '922', '644'})",186
"frozenset({'78', '922', '129', '644'})",176
"frozenset({'78', '922', '644'})",181
"frozenset({'94', '644'})",184
"frozenset({'94', '198', '644'})",178
"frozenset({'94', '129', '198', '644'})",171
"frozenset({'94', '129', '198', '644', '78'})",164
"frozenset({'78', '94', '198', '644'})",169
"frozenset({'94', '129', '644'})",177
"frozenset({'78', '94', '129', '644'})",168
"frozenset({'78', '94', '644'})",173
"frozenset({'198', '644'})",190
"frozenset({'129', '198', '644'})",183
"frozenset({'78', '129', '198', '644'})",175
"frozenset({'78', '198', '644'})",180
"frozenset({'129', '644'})",190
"frozenset({'78', '129', '644'})",180
"frozenset({'78', '644'})",185
frozenset({'286'}),199
frozenset({'452'}),205
"frozenset({'708', '452'})",170
"frozenset({'708', '452', '5'})",162
"frozenset({'708', '357', '452', '5'})",159
"frozenset({'403', '5', '708', '357', '452'})",155
"frozenset({'5', '708', '357', '452', '653'})",153
"frozenset({'5', '708', '357', '452', '886'})",152
"frozenset({'708', '452', '403', '5'})",158
"frozenset({'403', '5', '708', '452', '653'})",151
"frozenset({'403', '5', '708', '452', '886'})",151
"frozenset({'708', '452', '653', '5'})",155
"frozenset({'708', '452', '886', '5'})",155
"frozenset({'708', '357', '452'})",166
"frozenset({'708', '357', '452', '403'})",162
"frozenset({'403', '708', '357', '452', '653'})",155
"frozenset({'403', '708', '357', '452', '886'})",155
"frozenset({'708', '357', '452', '653'})",159
"frozenset({'708', '357', '452', '886', '653'})",152
"frozenset({'708', '357', '452', '886'})",159
"frozenset({'708', '452', '403'})",165
"frozenset({'708', '452', '403', '653'})",157
"frozenset({'403', '708', '452', '886', '653'})",150
"frozenset({'708', '452', '403', '886'})",158
"frozenset({'708', '452', '653'})",161
"frozenset({'708', '452', '886', '653'})",154
"frozenset({'708', '452', '886'})",162
"frozenset({'5', '452'})",174
"frozenset({'5', '357', '452'})",170
"frozenset({'5', '357', '452', '403'})",165
"frozenset({'403', '5', '357', '452', '653'})",159
"frozenset({'403', '5', '357', '452', '886', '653'})",151
"frozenset({'403', '5', '357', '452', '886'})",157
"frozenset({'5', '357', '452', '653'})",163
"frozenset({'5', '357', '452', '886', '653'})",155
"frozenset({'5', '357', '452', '886'})",162
"frozenset({'5', '452', '403'})",169
"frozenset({'5', '452', '403', '653'})",161
"frozenset({'403', '5', '452', '886', '653'})",153
"frozenset({'5', '452', '403', '886'})",161
"frozenset({'5', '452', '653'})",165
"frozenset({'5', '452', '886', '653'})",157
"frozenset({'5', '452', '886'})",166
"frozenset({'357', '452'})",177
"frozenset({'357', '452', '403'})",172
"frozenset({'357', '452', '403', '653'})",165
"frozenset({'403', '357', '452', '886', '653'})",157
"frozenset({'357', '452', '403', '886'})",164
"frozenset({'357', '452', '653'})",169
"frozenset({'357', '452', '886', '653'})",161
"frozenset({'357', '452', '886'})",169
"frozenset({'452', '403'})",176
"frozenset({'452', '403', '653'})",167
"frozenset({'452', '403', '886', '653'})",159
"frozenset({'452', '403', '886'})",168
"frozenset({'452', '653'})",171
"frozenset({'452', '886', '653'})",163
"frozenset({'452', '886'})",173
frozenset({'305'}),210
"frozenset({'305', '275'})",193
"frozenset({'305', '275', '471'})",180
"frozenset({'305', '275', '368', '471'})",172
"frozenset({'305', '275', '368'})",185
"frozenset({'305', '471'})",190
"frozenset({'305', '471', '368'})",181
"frozenset({'305', '368'})",194
frozenset({'89'}),211
"frozenset({'89', '518'})",159
"frozenset({'89', '518', '932'})",150
"frozenset({'89', '198'})",152
"frozenset({'89', '932'})",155
frozenset({'466'}),212
frozenset({'589'}),214
"frozenset({'589', '792'})",200
"frozenset({'720', '792', '589'})",188
"frozenset({'720', '589'})",199
frozenset({'734'}),217
"frozenset({'983', '734'})",169
"frozenset({'983', '995', '734'})",166
"frozenset({'110', '983', '995', '734'})",151
"frozenset({'795', '983', '995', '734'})",163
"frozenset({'983', '995', '734', '795', '368'})",158
"frozenset({'995', '983', '368', '734'})",161
"frozenset({'110', '983', '734'})",154
"frozenset({'110', '795', '983', '734'})",151
"frozenset({'110', '983', '368', '734'})",150
"frozenset({'795', '983', '734'})",166
"frozenset({'795', '983', '368', '734'})",161
"frozenset({'983', '368', '734'})",164
"frozenset({'995', '734'})",174
"frozenset({'110', '995', '734'})",158
"frozenset({'110', '795', '995', '734'})",155
"frozenset({'110', '995', '368', '734'})",152
"frozenset({'795', '995', '734'})",170
"frozenset({'995', '795', '368', '734'})",163
"frozenset({'995', '368', '734'})",166
"frozenset({'110', '734'})",161
"frozenset({'110', '795', '734'})",158
"frozenset({'110', '795', '368', '734'})",152
"frozenset({'110', '368', '734'})",155
"frozenset({'795', '734'})",173
"frozenset({'795', '368', '734'})",166
"frozenset({'368', '734'})",172
frozenset({'892'}),220
"frozenset({'27', '892'})",155
"frozenset({'217', '892'})",155
frozenset({'902'}),222
frozenset({'267'}),223
"frozenset({'267', '209'})",213
"frozenset({'329', '267', '209'})",208
"frozenset({'329', '267', '209', '440'})",199
"frozenset({'329', '267', '440', '411', '209'})",186
"frozenset({'329', '296', '267', '440', '411', '209'})",177
"frozenset({'329', '296', '267', '440', '803', '209', '411'})",167
"frozenset({'329', '296', '440', '803', '209', '267', '722', '411'})",163
"frozenset({'329', '296', '267', '722', '440', '411', '209'})",172
"frozenset({'329', '267', '440', '803', '209', '411'})",176
"frozenset({'329', '267', '722', '440', '803', '209', '411'})",168
"frozenset({'329', '267', '722', '440', '411', '209'})",177
"frozenset({'329', '296', '267', '440', '209'})",190
"frozenset({'329', '296', '267', '440', '803', '209'})",179
"frozenset({'329', '296', '267', '722', '440', '803', '209'})",171
"frozenset({'329', '296', '267', '722', '440', '209'})",181
"frozenset({'329', '267', '440', '803', '209'})",188
"frozenset({'329', '267', '722', '440', '803', '209'})",176
"frozenset({'329', '267', '722', '440', '209'})",186
"frozenset({'329', '411', '267', '209'})",195
"frozenset({'329', '296', '267', '411', '209'})",185
"frozenset({'329', '296', '267', '803', '209', '411'})",173
"frozenset({'329', '296', '267', '722', '803', '209', '411'})",169
"frozenset({'329', '296', '267', '722', '411', '209'})",180
"frozenset({'329', '267', '803', '209', '411'})",182
"frozenset({'329', '267', '722', '803', '209', '411'})",174
"frozenset({'329', '267', '722', '411', '209'})",186
"frozenset({'329', '296', '267', '209'})",198
"frozenset({'329', '296', '267', '803', '209'})",185
"frozenset({'329', '296', '267', '722', '803', '209'})",177
"frozenset({'329', '296', '267', '722', '209'})",189
"frozenset({'329', '803', '267', '209'})",194
"frozenset({'329', '267', '722', '803', '209'})",182
"frozenset({'329', '722', '267', '209'})",195
"frozenset({'267', '209', '440'})",204
"frozenset({'411', '267', '209', '440'})",191
"frozenset({'296', '267', '440', '411', '209'})",182
"frozenset({'296', '267', '440', '803', '209', '411'})",172
"frozenset({'296', '267', '722', '440', '803', '209', '411'})",166
"frozenset({'296', '267', '722', '440', '411', '209'})",175
"frozenset({'267', '440', '803', '209', '411'})",181
"frozenset({'267', '722', '440', '803', '209', '411'})",171
"frozenset({'267', '722', '440', '411', '209'})",180
"frozenset({'296', '267', '209', '440'})",195
"frozenset({'296', '267', '440', '803', '209'})",184
"frozenset({'296', '267', '722', '440', '803', '209'})",174
"frozenset({'296', '267', '722', '440', '209'})",184
"frozenset({'803', '267', '209', '440'})",193
"frozenset({'267', '722', '440', '803', '209'})",179
"frozenset({'722', '267', '209', '440'})",189
"frozenset({'411', '267', '209'})",200
"frozenset({'296', '411', '267', '209'})",190
"frozenset({'296', '267', '803', '209', '411'})",178
"frozenset({'296', '267', '722', '803', '209', '411'})",172
"frozenset({'296', '267', '722', '411', '209'})",183
"frozenset({'803', '267', '209', '411'})",187
"frozenset({'267', '722', '803', '209', '411'})",177
"frozenset({'722', '411', '267', '209'})",189
"frozenset({'296', '267', '209'})",203
"frozenset({'296', '803', '267', '209'})",190
"frozenset({'296', '267', '722', '803', '209'})",180
"frozenset({'296', '722', '267', '209'})",192
"frozenset({'803', '267', '209'})",199
"frozenset({'722', '803', '267', '209'})",185
"frozenset({'722', '267', '209'})",198
"frozenset({'329', '267'})",217
"frozenset({'329', '267', '440'})",207
"frozenset({'329', '411', '267', '440'})",194
"frozenset({'329', '296', '267', '440', '411'})",181
"frozenset({'329', '296', '267', '440', '803', '411'})",171
"frozenset({'329', '296', '267', '722', '440', '803', '411'})",167
"frozenset({'329', '296', '267', '722', '440', '411'})",176
"frozenset({'329', '267', '440', '803', '411'})",184
"frozenset({'329', '267', '722', '440', '803', '411'})",176
"frozenset({'329', '267', '722', '440', '411'})",185
"frozenset({'329', '296', '267', '440'})",194
"frozenset({'329', '296', '267', '440', '803'})",183
"frozenset({'329', '296', '267', '722', '440', '803'})",175
"frozenset({'329', '296', '267', '722', '440'})",185
"frozenset({'329', '803', '267', '440'})",196
"frozenset({'329', '267', '722', '440', '803'})",184
"frozenset({'329', '722', '267', '440'})",194
"frozenset({'329', '411', '267'})",204
"frozenset({'329', '296', '411', '267'})",190
"frozenset({'329', '296', '267', '803', '411'})",177
"frozenset({'329', '296', '267', '722', '803', '411'})",173
"frozenset({'329', '296', '267', '722', '411'})",185
"frozenset({'329', '803', '267', '411'})",190
"frozenset({'329', '267', '722', '803', '411'})",182
"frozenset({'329', '722', '411', '267'})",195
"frozenset({'329', '296', '267'})",203
"frozenset({'329', '296', '803', '267'})",189
"frozenset({'329', '296', '267', '722', '803'})",181
"frozenset({'329', '296', '722', '267'})",194
"frozenset({'329', '803', '267'})",202
"frozenset({'329', '722', '803', '267'})",190
"frozenset({'329', '722', '267'})",204
"frozenset({'267', '440'})",213
"frozenset({'411', '267', '440'})",200
"frozenset({'296', '411', '267', '440'})",187
"frozenset({'296', '267', '440', '803', '411'})",177
"frozenset({'296', '267', '722', '440', '803', '411'})",171
"frozenset({'296', '267', '722', '440', '411'})",180
"frozenset({'411', '803', '267', '440'})",190
"frozenset({'267', '722', '440', '803', '411'})",180
"frozenset({'722', '411', '267', '440'})",189
"frozenset({'296', '267', '440'})",200
"frozenset({'296', '803', '267', '440'})",189
"frozenset({'296', '267', '722', '440', '803'})",179
"frozenset({'296', '722', '267', '440'})",189
"frozenset({'803', '267', '440'})",202
"frozenset({'722', '803', '267', '440'})",188
"frozenset({'722', '267', '440'})",198
"frozenset({'411', '267'})",210
"frozenset({'296', '411', '267'})",196
"frozenset({'296', '803', '267', '411'})",183
"frozenset({'296', '267', '722', '803', '411'})",177
"frozenset({'296', '722', '411', '267'})",189
"frozenset({'803', '267', '411'})",196
"frozenset({'722', '803', '267', '411'})",186
"frozenset({'722', '411', '267'})",199
"frozenset({'296', '267'})",209
"frozenset({'296', '803', '267'})",195
"frozenset({'296', '722', '803', '267'})",185
"frozenset({'296', '722', '267'})",198
"frozenset({'803', '267'})",208
"frozenset({'722', '803', '267'})",194
"frozenset({'722', '267'})",208
frozenset({'313'}),224
"frozenset({'313', '390'})",164
"frozenset({'313', '692', '390'})",154
"frozenset({'313', '692', '829', '390'})",151
"frozenset({'313', '829', '390'})",157
"frozenset({'313', '692'})",161
"frozenset({'313', '692', '829'})",157
"frozenset({'313', '829'})",167
frozenset({'439'}),225
frozenset({'86'}),229
frozenset({'338'}),234
frozenset({'680'}),236
"frozenset({'680', '655'})",150
"frozenset({'680', '828'})",157
"frozenset({'680', '120'})",158
frozenset({'698'}),236
"frozenset({'839', '698'})",224
"frozenset({'839', '698', '125'})",204
"frozenset({'130', '839', '698', '125'})",195
"frozenset({'130', '839', '698'})",213
"frozenset({'698', '125'})",213
"frozenset({'130', '698', '125'})",203
"frozenset({'130', '698'})",223
frozenset({'179'}),237
"frozenset({'113', '179'})",232
"frozenset({'113', '179', '415'})",219
"frozenset({'377', '113', '179', '415'})",212
"frozenset({'377', '179', '37', '113', '415'})",203
"frozenset({'377', '265', '179', '37', '113', '415'})",189
"frozenset({'377', '265', '179', '68', '37', '113', '415'})",183
"frozenset({'179', '68', '377', '265', '37', '411', '113', '415'})",178
"frozenset({'377', '265', '179', '37', '411', '113', '415'})",183
"frozenset({'377', '179', '68', '37', '113', '415'})",197
"frozenset({'377', '179', '68', '37', '411', '113', '415'})",191
"frozenset({'377', '179', '37', '411', '113', '415'})",196
"frozenset({'377', '265', '179', '113', '415'})",198
"frozenset({'377', '265', '179', '68', '113', '415'})",192
"frozenset({'377', '265', '179', '68', '411', '113', '415'})",187
"frozenset({'377', '265', '179', '411', '113', '415'})",192
"frozenset({'377', '179', '68', '113', '415'})",206
"frozenset({'377', '179', '68', '411', '113', '415'})",200
"frozenset({'377', '179', '411', '113', '415'})",205
"frozenset({'37', '113', '179', '415'})",210
"frozenset({'265', '179', '37', '113', '415'})",196
"frozenset({'265', '179', '68', '37', '113', '415'})",190
"frozenset({'265', '179', '68', '37', '411', '113', '415'})",185
"frozenset({'265', '179', '37', '411', '113', '415'})",190
"frozenset({'179', '68', '37', '113', '415'})",204
"frozenset({'179', '68', '37', '411', '113', '415'})",198
"frozenset({'179', '37', '411', '113', '415'})",203
"frozenset({'265', '113', '179', '415'})",205
"frozenset({'265', '179', '68', '113', '415'})",199
"frozenset({'265', '179', '68', '411', '113', '415'})",194
"frozenset({'265', '179', '411', '113', '415'})",199
"frozenset({'415', '113', '179', '68'})",213
"frozenset({'179', '68', '411', '113', '415'})",207
"frozenset({'411', '113', '179', '415'})",212
"frozenset({'377', '113', '179'})",224
"frozenset({'377', '37', '113', '179'})",213
"frozenset({'377', '265', '179', '37', '113'})",198
"frozenset({'377', '265', '179', '68', '37', '113'})",191
"frozenset({'377', '265', '179', '68', '37', '411', '113'})",186
"frozenset({'377', '265', '179', '37', '411', '113'})",192
"frozenset({'377', '179', '68', '37', '113'})",206
"frozenset({'377', '179', '68', '37', '411', '113'})",200
"frozenset({'377', '179', '37', '411', '113'})",206
"frozenset({'377', '265', '113', '179'})",209
"frozenset({'377', '265', '179', '68', '113'})",202
"frozenset({'377', '265', '179', '68', '411', '113'})",197
"frozenset({'377', '265', '179', '411', '113'})",203
"frozenset({'377', '113', '179', '68'})",217
"frozenset({'377', '179', '68', '411', '113'})",211
"frozenset({'377', '411', '113', '179'})",217
"frozenset({'37', '113', '179'})",221
"frozenset({'265', '113', '37', '179'})",206
"frozenset({'265', '179', '68', '37', '113'})",198
"frozenset({'265', '179', '68', '37', '411', '113'})",193
"frozenset({'265', '179', '37', '411', '113'})",200
"frozenset({'37', '113', '179', '68'})",213
"frozenset({'179', '68', '37', '411', '113'})",207
"frozenset({'37', '411', '113', '179'})",214
"frozenset({'265', '113', '179'})",217
"frozenset({'265', '113', '179', '68'})",209
"frozenset({'265', '179', '68', '411', '113'})",204
"frozenset({'265', '411', '113', '179'})",211
"frozenset({'113', '179', '68'})",224
"frozenset({'411', '113', '179', '68'})",218
"frozenset({'411', '113', '179'})",225
"frozenset({'179', '415'})",223
"frozenset({'377', '179', '415'})",216
"frozenset({'377', '37', '179', '415'})",207
"frozenset({'377', '265', '179', '37', '415'})",193
"frozenset({'377', '265', '179', '68', '37', '415'})",187
"frozenset({'377', '265', '179', '68', '37', '411', '415'})",182
"frozenset({'377', '265', '179', '37', '411', '415'})",187
"frozenset({'377', '179', '68', '37', '415'})",201
"frozenset({'377', '179', '68', '37', '411', '415'})",195
"frozenset({'377', '179', '37', '411', '415'})",200
"frozenset({'377', '265', '179', '415'})",202
"frozenset({'377', '265', '179', '68', '415'})",196
"frozenset({'377', '265', '179', '68', '411', '415'})",191
"frozenset({'377', '265', '179', '411', '415'})",196
"frozenset({'415', '377', '179', '68'})",210
"frozenset({'377', '179', '68', '411', '415'})",204
"frozenset({'377', '411', '179', '415'})",209
"frozenset({'37', '179', '415'})",214
"frozenset({'265', '37', '179', '415'})",200
"frozenset({'265', '179', '68', '37', '415'})",194
"frozenset({'265', '179', '68', '37', '411', '415'})",189
"frozenset({'265', '179', '37', '411', '415'})",194
"frozenset({'415', '37', '179', '68'})",208
"frozenset({'179', '68', '37', '411', '415'})",202
"frozenset({'37', '411', '179', '415'})",207
"frozenset({'265', '179', '415'})",209
"frozenset({'415', '265', '179', '68'})",203
"frozenset({'265', '179', '68', '411', '415'})",198
"frozenset({'265', '411', '179', '415'})",203
"frozenset({'415', '179', '68'})",217
"frozenset({'415', '411', '179', '68'})",211
"frozenset({'411', '179', '415'})",216
"frozenset({'377', '179'})",229
"frozenset({'377', '37', '179'})",218
"frozenset({'377', '265', '37', '179'})",202
"frozenset({'377', '265', '179', '68', '37'})",195
"frozenset({'377', '265', '179', '68', '37', '411'})",190
"frozenset({'377', '265', '179', '37', '411'})",196
"frozenset({'377', '37', '179', '68'})",211
"frozenset({'377', '179', '68', '37', '411'})",205
"frozenset({'377', '37', '411', '179'})",211
"frozenset({'377', '265', '179'})",213
"frozenset({'377', '265', '179', '68'})",206
"frozenset({'377', '265', '179', '68', '411'})",201
"frozenset({'377', '265', '411', '179'})",207
"frozenset({'377', '179', '68'})",222
"frozenset({'377', '411', '179', '68'})",216
"frozenset({'377', '411', '179'})",222
"frozenset({'37', '179'})",226
"frozenset({'265', '37', '179'})",210
"frozenset({'265', '37', '179', '68'})",202
"frozenset({'265', '179', '68', '37', '411'})",197
"frozenset({'265', '411', '37', '179'})",204
"frozenset({'37', '179', '68'})",218
"frozenset({'37', '411', '179', '68'})",212
"frozenset({'37', '411', '179'})",219
"frozenset({'265', '179'})",221
"frozenset({'265', '179', '68'})",213
"frozenset({'265', '411', '179', '68'})",208
"frozenset({'265', '411', '179'})",215
"frozenset({'179', '68'})",229
"frozenset({'411', '179', '68'})",223
"frozenset({'411', '179'})",230
frozenset({'592'}),239
frozenset({'556'}),240
"frozenset({'815', '556'})",195
"frozenset({'815', '43', '556'})",184
"frozenset({'815', '43', '196', '556'})",176
"frozenset({'43', '196', '556', '815', '350'})",166
"frozenset({'815', '43', '350', '556'})",174
"frozenset({'815', '196', '556'})",185
"frozenset({'815', '350', '196', '556'})",174
"frozenset({'815', '350', '556'})",183
"frozenset({'43', '556'})",200
"frozenset({'43', '196', '556'})",185
"frozenset({'43', '350', '196', '556'})",175
"frozenset({'43', '350', '556'})",186
"frozenset({'196', '556'})",197
"frozenset({'350', '196', '556'})",184
"frozenset({'350', '556'})",198
frozenset({'575'}),240
frozenset({'915'}),241
frozenset({'670'}),243
"frozenset({'558', '670'})",231
"frozenset({'558', '670', '774'})",214
"frozenset({'670', '774'})",226
frozenset({'757'}),245
"frozenset({'978', '757'})",211
"frozenset({'978', '757', '970'})",195
"frozenset({'757', '970'})",215
frozenset({'306'}),247
frozenset({'679'}),248
"frozenset({'679', '897'})",204
"frozenset({'571', '679', '897'})",186
"frozenset({'571', '401', '679', '897'})",167
"frozenset({'679', '401', '897'})",181
"frozenset({'571', '679'})",204
"frozenset({'571', '401', '679'})",183
"frozenset({'679', '401'})",199
frozenset({'138'}),257
"frozenset({'307', '138'})",224
"frozenset({'486', '307', '138'})",213
"frozenset({'486', '138'})",222
frozenset({'303'}),257
frozenset({'444'}),260
"frozenset({'568', '444'})",179
"frozenset({'568', '444', '57'})",170
"frozenset({'568', '444', '57', '694'})",162
"frozenset({'598', '444', '57', '568', '694'})",159
"frozenset({'598', '568', '444', '57'})",167
"frozenset({'568', '444', '694'})",168
"frozenset({'598', '568', '444', '694'})",165
"frozenset({'598', '568', '444'})",176
"frozenset({'444', '57'})",248
"frozenset({'444', '57', '694'})",240
"frozenset({'598', '444', '57', '694'})",236
"frozenset({'598', '444', '57'})",244
"frozenset({'444', '694'})",247
"frozenset({'598', '444', '694'})",243
"frozenset({'598', '444'})",256
frozenset({'317'}),266
"frozenset({'640', '317'})",200
frozenset({'866'}),266
"frozenset({'400', '866'})",263
"frozenset({'400', '758', '866'})",255
"frozenset({'400', '758', '895', '866'})",247
"frozenset({'400', '866', '895'})",254
"frozenset({'758', '866'})",258
"frozenset({'758', '866', '895'})",250
"frozenset({'866', '895'})",257
frozenset({'596'}),269
"frozenset({'596', '173'})",252
"frozenset({'596', '649', '173'})",231
"frozenset({'630', '596', '649', '173'})",184
"frozenset({'649', '173', '809', '630', '596'})",179
"frozenset({'649', '173', '919', '809', '630', '596'})",168
"frozenset({'919', '649', '173', '789', '809', '630', '596'})",159
"frozenset({'649', '173', '789', '809', '630', '596'})",167
"frozenset({'649', '173', '919', '630', '596'})",172
"frozenset({'919', '649', '173', '789', '630', '596'})",163
"frozenset({'649', '173', '789', '630', '596'})",172
"frozenset({'809', '596', '649', '173'})",221
"frozenset({'649', '173', '919', '809', '596'})",176
"frozenset({'919', '649', '173', '789', '809', '596'})",165
"frozenset({'649', '173', '789', '809', '596'})",174
"frozenset({'919', '596', '649', '173'})",182
"frozenset({'919', '649', '173', '789', '596'})",170
"frozenset({'789', '596', '649', '173'})",180
"frozenset({'630', '596', '173'})",202
"frozenset({'809', '630', '596', '173'})",194
"frozenset({'173', '919', '809', '630', '596'})",181
"frozenset({'919', '173', '789', '809', '630', '596'})",172
"frozenset({'173', '789', '809', '630', '596'})",182
"frozenset({'919', '630', '596', '173'})",188
